index,track_name,labels
76345,"La traviata / Act I: ""Ebben? che diavol fate?""",2
76346,"Verdi: La traviata, Act 1: ""Un dì felice"" (Alfredo, Violetta, Gastone)",2
76347,"Verdi: Aida, Act 1: ""Quale insolita gioia nel tuo sguardo!"" (Amneris, Radamès)",2
76348,"Verdi: Aida, Act 2: ""Gloria all'Egitto, ad Iside"" (Coro)",2
76349,"Verdi: Aida, Act 1: ""Vieni, o diletta, appressati"" (Amneris, Aida, Radamès)",2
76350,Regresa a Mí,1
76351,Je Suis Malade,2
76352,О'кей,1
76353,Make Me A Channel Of Your Peace,2
76354,The Greatest Gift,2
76355,Amazing Grace (arr. Mercurio),2
76356,Caruso,2
76357,Eternally,2
76358,Hold Me While You Wait,2
76359,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",2
76360,Serenade To Spring,2
76361,The Deers Cry: From the Pilgrim,2
76362,Carmen Suite No. 1: 5. Les toréadors,2
76363,La Vierge / Scene 4: The Assumption: Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin),2
76364,Have Yourself a Merry Little Christmas,2
76365,On Gentle Waves,2
76366,Lied der Freiheit,2
76367,On My Own,2
76368,The Foxhunter,1
76369,Mamma - Live From The Detroit Opera House,0
76370,"Gianni Schicchi: ""O mio babbino caro""",2
76371,The Green Glens Of Antrim,2
76372,Harry's Game,2
76373,Vivo Otra Vez Contigo,2
76374,"This Is The Moment - From ""Jekyll And Hyde""",2
76375,"La traviata / Act 1: Un dì felice, eterea",2
76376,The Wandering Kind (Prelude),2
76377,Ireland's Call,0
76378,Tango,0
76379,Kjærlighet,2
76380,"La Traviata: Libiamo, ne' lieti calici (Brindisi)",2
76381,The Old Man,2
76382,Les contes d'Hoffmann: Barcarolle (Arr. for 2 Cellos and Piano),2
76383,Granada - Live From The Detroit Opera House,2
76384,"Les pêcheurs de perles, WD 13 / Act 1: ""Au fond du temple saint""",2
76385,Danny Boy - 2013 Version,2
76386,The Phantom Agony - Live At Paradiso,1
76387,Have Yourself A Merry Little Christmas,2
76388,The Windmills of Your Mind / Les Moulins De Mon Coeur (Live),1
76389,Down To The River To Pray,2
76390,Turandot / Act 3: Nessun dorma! - Live,2
76391,"Carmen, Act II: No.14 bis Récit : La belle un mot; comment t'appelle-t-on? (Escamillo/Carmen/Zuniga)",2
76392,"La bohème, SC 67 / Act 4: ""Oh Dio! Mimì!""",2
76393,"Massenet: Thaïs, Act 2: Méditation",2
76394,"Petite Messe solennelle, Kyrie: III. Kyrie",2
76395,"La bohème, SC 67 / Act 4: ""In un coupé?""",2
76396,"La Bohème / Act 2: ""Quando men vo""",2
76397,"Verdi: Aida, Act 2: Ballabile",2
76398,Verdi: Messa da Requiem: I. Introit - Kyrie,2
76399,"Verdi: Aida, Act 1: ""Ritorna vincitor!"" (Aida)",2
76400,행복하길 바래,1
76401,Mi manchi,2
76402,Coppelia: Act I - Valse,2
76403,A Man Without Love,0
76404,Who Knows,2
76405,Lilith,0
76406,Be My Love,0
76407,"Feather Theme (From ""Forrest Gump"")",2
76408,"Martha: ""M'appari""",2
76409,E chiove,2
76410,Glosoli,2
76411,Sarai qui,2
76412,D'Oreste D'Adjace,0
76413,Caruso,2
76414,White Christmas,2
76415,Il barbiere di Siviglia: Overture (Sinfonia),2
76416,The Old Man,2
76417,Torna a Surriento,2
76418,Noise,0
76419,War at Home,2
76420,Accanto A Te,1
76421,Believe,2
76422,Mattinata,2
76423,Prelude / The Ballad of Sweeney Todd,2
76424,Júrame,2
76425,Don't Cry for Me Argentina,2
76426,Invoke the Machine,1
76427,Falling Slowly,2
76428,"Fago: Confitebor tibi Domine: V. ""Initium sapentiae timor Domini""",2
76429,Forever Young,2
76430,"For Good (From ""Wicked"")",2
76431,"Empty Chairs at Empty Tables (From ""Les Miserables"")",2
76432,"Massenet: Thaïs, Act 2: Méditation",2
76433,It Came Upon a Midnight Clear,2
76434,Another Me (In Lack'ech) - Live At Paradiso,1
76435,"Suite en Sol Majeur, RCT 6: VII. Les Sauvages",2
76436,Se ilden lyse,0
76437,"Paganini: ""Gern hab ich die Frau'n geküsst""",2
76438,"Carmen, Act II, No.17 Duo (continued...): La-la-la-la / Attends un peu, Carmen (Carmen/Don José)",2
76439,Tanz der Stunden,2
76440,Cocula,0
76441,"Bizet: Les Pêcheurs de perles, Act 1: ""Au fond du temple saint"" (Nadir, Zurga)",2
76442,"Albinoni: Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",2
76443,Red Rose Café,0
76444,Luisa Miller / Act 2: Quando le sere al placido chiaror d'un ciel stellato,2
76445,"Turandot / Act 2: ""Olà, Pang! Olà, Pong!""",2
76446,"River Of Dreams (adapted from ""The Four Seasons: Winter, RV 297"")",2
76447,Requiem: IX. Confutatis,2
76448,"Catalani: La Wally, Act 1: ""Ebben? ... Ne andrò lontana"" (Wally)",2
76449,"Verdi: Aida, Act 1: ""I sacri nomi di padre, d'amante"" (Aida)",2
76450,情若無花不結果,2
76451,Napule puverella,1
76452,L'appuntamento (Sentado a 'beira do caminho),2
76453,O Holy Night,2
76454,Yuzin,2
76455,Tu ca nun chiagne,2
76456,Non Farmi Aspettare,2
76457,"Il barbiere di Siviglia (The Barber of Seville), Act I: Cavatina: Largo al factotum della citta",2
76458,Gaîté parisienne: Barcarolle,2
76459,Hymn,2
76460,"La fille du régiment / Act 1: Ah! mes amis, quel jour de fête!",2
76461,Romanza - Live,2
76462,Somewhere - Live in Barcelona,2
76463,Over The Hills And Far Away,1
76464,Valjean's Confession - Live,2
76465,Il Sole Ad Est,0
76466,A Mi Manera,2
76467,Tierra Viva,2
76468,Heroe,0
76469,Purcell : King Arthur : Overture to Act 1,2
76470,Panis Angelicus,2
76471,"Addio del passato - From ""La traviata""",2
76472,Ave Verum Corpus (Theme From Brideshead Revisited),2
76473,Im weißen Rössl: Im weißen Rössl,2
76474,Make You Feel My Love,2
76475,I Believe - Acoustic,2
76476,Heartland,1
76477,Song For The Mira,2
76478,Caledonia,2
76479,"Delibes: Lakmé, Act I: ""Dôme épais, le jasmin"" (Lakmé, Mallika)",2
76480,E Poi Ti Penti,0
76481,Any Dream Will Do,2
76482,"No Matter What (From ""Whistle Down The Wind"")",2
76483,Coppelia: Act II - Musique des automates,2
76484,Mother Of Light - Live At Paradiso,1
76485,Non Sono Più Lo Stesso,0
76486,Cry For The Moon - Live At Paradiso,1
76487,"I Capuleti e i Montecchi, Act 1 Scene 4: Oh! Quante volte (Arr. for Countertenor & String Quartet by Eric Mouret)",2
76488,"Wagner: Tristan und Isolde, Act 3: ""Mild und leise wie er lächelt"" (Isolde's Liebestod)",2
76489,"Tosca, SC 69 / Act 3: ""E lucevan le stelle""",2
76490,Consign To Oblivion - Live At Paradiso,0
76491,"La bohème, SC 67 / Act 4: ""Gavotta""",2
76492,Kardia Koita,1
76493,"Puccini: La rondine, Act 1: ""Chi il bel sogno di Doretta"" (Magda)",2
76494,"Verdi: Otello, Act 4: ""Ave Maria"" (Desdemona)",2
76495,Requiem: XVII. Libera Me,2
76496,Stjärnorna,2
76497,"Bizet: Carmen, WD 31, Act 2 Scene 5: No. 17b, Cantabile, ""La fleur que tu m'avais jetée"" (Don José)",2
76498,"La traviata / Act II: ""Che fai?"" ""Nulla""",2
76499,"Verdi: Aida, Act 1: Nume custode e vindice (Ramfis, Radamès, Sacerdoti, Sacerdotesse, Sacerdotessa)",2
76500,Perfect Time,2
76501,Under Trees,2
76502,L'Attesa,2
76503,Aime (Live),2
76504,Caruso,2
76505,That's Amore,2
76506,Peaceful Childhood,2
76507,The 'Derry Air,2
76508,Journey to the Sea,2
76509,Un alma más (feat. Arturo Sandoval),1
76510,Barcarole,2
76511,Komm Zigany (auch ich war einst ein feiner Csárdáskavalier),2
76512,Sleep On,2
76513,"Nosotros, Contigo, Sin Tí - Medley",2
76514,Elfenchor from Die Rheinnixen,2
76515,Nightside of Eden,0
76516,L'Amour En Héritage,2
76517,The Light On the Hill,0
76518,Run For A Fall - Live At Paradiso,1
76519,End Of All Hope,0
76520,O Cessate Di Piagarmi (Arr. Voice & Electric Guitar),2
76521,Leonora,2
76522,Granada - Live,2
76523,"Puccini: La bohème, Act 3: ""Dunque è proprio finita?"" (Rodolfo/Mimì/Marcello/Musetta)",2
76524,Je Suis Mon Coeur,2
76525,"Carmen, Act II: No.15 bis Récit : Mais qui donc attends-tu? (Le Dancaïro/Carmen/Le Remendado)",2
76526,"Carmen, Act II, No.17 Duo (continued...): Au quartier! pour l'appel (Carmen/Don José)",2
76527,Turandot / Act 2: Ho una casa nell'Honan,2
76528,"Carmen, Act II: No.16 Chanson : Halte-là! Qui va là? (Don José/Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado)",2
76529,Ave Maria,2
76530,"Turandot / Act 2: O mondo, O mondo",2
76531,"Puccini: Gianni Schicchi: ""O mio babbino caro"" (Lauretta)",2
76532,"Turandot / Act 2: Straniero, ascolta",2
76533,"Turandot / Act 2: ""Gravi, enormi ed impotenti""",2
76534,"Requiem: XVI. Libera Me, Dies Irae, Requiem Aeternam",2
76535,"Rigoletto / Act 1: ""Questa o quella...Partite? Crudele!""",2
76536,"La favorite, Act I: “Una Vergine, Un Angiol Di Dio” (Fernand)",2
76537,"Lucia di Lammermoor, Act III: ""Tu che a Dio spiegasti l'ali"" (Edgardo)",2
76538,Verdi: Messa da Requiem: III. Tuba mirum,2
76539,"I puritani, Act I: "" A te, o cara“ (Arturo)",2
76540,"Rigoletto, Act II: Ella mi fu rapita! (Duca)",2
76541,"The Barber of Seville, Act II: “Se Il Mio Nome Saper Voi Bramate” (Count Almaviva)",2
76542,"La favorite, Act IV: “Spirto Gentil“ (Fernand)",2
76543,"Les pêcheurs de perles, Act I: “Ni Por D Uir Encore“ (Nadir)",2
76544,"La Gioconda, Act II: “Cielo E Mar"" (Enzo)",2
76545,"Carmen, Act II: ""La fleur que tu m'avais jetée"" (Don Jose)",2
76546,"La favorite, Act I: “Una Vergine, Un Angiol Di Dio” (Fernand)",2
76547,"Verdi: Aida, Act 1: ""Danza sacra delle sacerdotesse"" (Sacerdotesse, Ramfis, Sacerdoti)",2
76548,"Verdi: Aida, Act 2: ""Vieni, o guerriero vindice"" (Coro)",2
76549,"Verdi: Aida, Act 2: ""Gloria all'Egitto, ad Iside"" (Il Re, Shiave, Prigionieri, Popolo, Ramfis, Sacerdoti, Aida, Radamès, Amneris, Amonasro)",2
76550,Nella Fantasia,2
76551,All Love Can Be,2
76552,Requiem: The Story of One Sky,1
76553,An Evening Walk,2
76554,Sleepsong,2
76555,This Time,2
76556,Napule è,2
76557,Changing Colours,2
76558,Vincerò,2
76559,One World,2
76560,Ave Maria,2
76561,Love by Grace,2
76562,Si Tú Me Amas,2
76563,Soli,1
76564,The Voice,2
76565,Sive,0
76566,To Where You Are,2
76567,Hollow Talk,2
76568,Stay Awake,2
76569,Angele Dei (arr. Kaye),2
76570,Angelitos Negros,2
76571,Mná Na hÉireann (Women Of Ireland),2
76572,"Your Love (Once Upon A Time In The West) - Live At Central Park, New York / 2011",2
76573,Anthem,2
76574,"A Thousand Years (From ""The Twilight Saga: Breaking Dawn, Pt. 1"")",2
76575,No Me Quieras Tanto,2
76576,My Friends / The Ballad of Sweeney Todd,2
76577,"Das Land de Lachelns, Act 2 (1986 Digital Remaster): Dein ist mein ganzes Herz",2
76578,"Polifemo, HelN 31: Alto Giove - Arr. for Voice & Piano",2
76579,Music Proibita - Live From The Detroit Opera House,2
76580,In for a Kill,0
76581,"Andrea Chénier / Act 1: Il giorno intorno già s'insera lentamente! ... Via,",2
76582,Exaudiat te Dominus (Psalm 19): Gloria,2
76583,"Vestland, Vestland",2
76584,"Pallavicino: L'Antiope: ""Sdegni, furori barbari"" (Celinda)",2
76585,Jul i svingen,0
76586,Ricordo Ancor (Pelagia's Song) [Captain Corelli's Mandolin - Original Motion Picture Soundtrack],2
76587,Somethings Gotten Hold of My Heart,0
76588,The Escape Of The Doll,2
76589,"Les fêtes d'Hébé, RCT 41, Act I Scene 5: Je vous revois, tout cède à la douceur extrême",2
76590,"La traviata / Act 1: ""Libiamo ne'lieti calici"" (Brindisi)",2
76591,"Carmen, Act II: No.16 bis Récit: Enfin c'est toi! (Carmen/Don JosÚ) No.17 Duo: Je vais danser en votre honneur! (Carmen)",2
76592,"Verdi: Il trovatore, Act 2: ""Vedi! le fosche notturne"" (Anvil Chorus)",2
76593,"Turandot / Act 2: Gloria, gloria, o vincitore",2
76594,"Carmen, Act II, No.18 Finale: Plus tard! / La guerre, c'est la guerre! (Zuniga/Le Dancaïro/Le Remendado/Bohémiens/Carmen/Don José/Frasquita/Mercédès/Bohémiens et Bohémiennes)",2
76595,"La traviata / Act II: ""Lunge da lei"" - ""De' miei bollenti spiriti""",2
76596,Nabucco / Act II: Chi s'avanza? Orrenda scena,2
76597,Requiem: XI. Domine Jesu Christe,2
76598,"Verdi: Aida, Act 1: ""Mortal, diletto ai numi"" (Ramfis, Sacerdoti)",2
76599,"Verdi: Aida, Act 2: ""Chi mai fra gl'inni e i plausi"" (Schiave, Amneris)",2
76600,Nessun Dorma,2
76601,Only Love,2
76602,Touched by Love,2
76603,Come un fiume tu,2
76604,Walking Through Clouds,2
76605,Libertà,0
76606,Pianissimo,2
76607,Be Still,2
76608,Lohengrin: Prelude,2
76609,E Piu’ Ti Penso,2
76610,Hallelujah,2
76611,The Moon Is a Harsh Mistress,2
76612,A mio padre,2
76613,Mystique Voyage,0
76614,All of Me,2
76615,"L'amore è una cosa meravigliosa - From ""Love Is A Many-Splendored Thing""",2
76616,Ever Dream,1
76617,London Hymn,2
76618,Lauren & I,2
76619,"Overture, William Tell (Finale)",2
76620,Mattinata - Live From The Detroit Opera House,2
76621,The Skeleton Key,1
76622,A Whiter Shade Of Pale,2
76623,"Pagliacci / Act 1: ""Vesti la giubba""",2
76624,Going Home,2
76625,Last Ride of the Day,1
76626,Intermezzo from Cavalleria Rusticana,2
76627,Tosca: E lucevan le stelle - Live,2
76628,Nocturne - Live,2
76629,"Quando, Quando, Quando",0
76630,La traviata / Act 1: Libiamo ne'lieti calici,2
76631,Amapola - Live,2
76632,E Piu’ Ti Penso - Live From The Detroit Opera House,2
76633,Les Pecheurs des Perles: Au fond du temple saint (Rec. 1951),2
76634,Invocation of Naamah,1
76635,"Second Waltz - From ""Jazz Suite Nr. 2"" / Live",1
76636,Orphanage Airlines,2
76637,Funículi Funícula,0
76638,"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni)",2
76639,Pagliacci: Act I: Vesti la giubba,2
76640,"Nightwish - Demo, Remastered",2
76641,All I Ask Of You,2
76642,"Tosca: ""E Lucevan la Stelle"" (Placido Version)",2
76643,"Carmen, Act III: No.21 Morceau d'ensemble : Quant au douanier (Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Le Bohémiens et Bohémiennes)",2
76644,"Jeux d'enfants, Op. 22: III. The Spinning Top",2
76645,"12 Sonate a tre - Sonata IV in A Major, Op. 3: III. Sarabanda, Allegro",2
76646,"Tosca / Act II: ""Vissi d'arte, vissi d'amore""",2
76647,Requiem: XIV. Agnus Dei,2
76648,"Nabucco / Act II: Vieni, o Levita!",2
76649,"Verdi: Aida, Act 2: ""Vieni, sul crin ti piovano"" (Schiave, Amneris)",2
76650,Lucifer,1
76651,O Holy Night,2
76652,Il Rimprovero,2
76653,Siegfried Idyll,2
76654,El Triste,2
76655,Blue Bayou,2
76656,Elégie,2
76657,Dile,2
76658,Now We Are Free,2
76659,Mille Lune Mille Onde - Live,0
76660,"Lohengrin, WWV 75: Prelude to Act I - Live",2
76661,When You Wish Upon a Star,2
76662,One Day Like This,2
76663,Mountains Of Mourne,2
76664,Amor Venme a Buscar,2
76665,"Rigoletto - Si, Vendetta, Tremenda Vendetta",2
76666,Menuets I & II,2
76667,Hasta mi final,2
76668,Celtic Prayer,2
76669,Falling Slowly,2
76670,Epiphany,0
76671,99 Years (with Jennifer Nettles) - Live from Madison Square Garden 2018,0
76672,Walking the Night/The World Falls Away,2
76673,Il Libro Dell'amore (The Book of Love),2
76674,Celtica,2
76675,Tell Me It's Not True - From 'Blood Brothers',2
76676,That's A Woman,1
76677,Kindred Spirits,2
76678,Aquellos Ojos Verdes,2
76679,Libertango - Radio Edit,2
76680,"Concerto Saint Marc, Op. 6 No. 11: III. Andante",2
76681,"You'll Be Back - From ""Hamilton""",2
76682,Rossini: Guillaume Tell: Overture,2
76683,Decoded Poetry,0
76684,"La Cenerentola / Act 1: ""No, no, no non v'è""",2
76685,"Los Pescadores de Perlas ""Mi Par D'udir Ancora""",2
76686,Il trovatore: Act I: Di tale amor che dirsi,2
76687,"Rossini: Armida, Act 2: ""D'amore al dolce impero"" (Armida, Chorus) [Live]",2
76688,"Les Pêcheurs de perles, Act I: Je crois entendre encore (Nadir)",2
76689,"Carmen, Act II, No.18 Finale: Holà! Carmen! holà! holà! (Zuniga/Don José/Carmen)",2
76690,"Turandot / Act 2: ""Un giuramento atroce mi costringe""",2
76691,Zaïs: Overture - Live,2
76692,Turandot / Act 2: Popolo di Pekino,2
76693,"Carmen (1997 - Remaster), Act I: Carmen! sur tes pas",2
76694,Walking In The Air - Live,1
76695,"Carmen, Act III, No.19 Sextuor et Choeur: Notre métier est bien (Carmen/Don José/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Bohémiens et Bohémiennes)",2
76696,"Carmen, Act II, No.18 Finale: Bel officier, l'amour vous joue en ce moment un assez vilain tour! (Carmen/Le Remendado/Le Dancaïro/Bohémiens/Zuniga)",2
76697,"Carmen, Act II, No.17 Duo (continued...): Non! tu ne m'aimes pas! (Carmen/Don José)",2
76698,Requiem: XV. Lux Aeterna,2
76699,"La traviata / Act II: ""Annina, donde vieni?"" - ""Oh mio rimorso!""",2
76700,Lascia chi'o pianga - Rinaldo,2
76701,Si malamente,1
76702,Una Voce Poco Fa,2
76703,O Mio Babbino Caro,2
76704,Silver Bells,2
76705,The Enchanted Path,2
76706,I Love Rossini,2
76707,One More Time,2
76708,Bring Him Home,2
76709,Mille Lune Mille Onde - Live,0
76710,Polifemo: Alto Giove,2
76711,Bonita,2
76712,Shenandoah,2
76713,And The Waltz Goes On,2
76714,La Pastorella delle Alpi,2
76715,Thaïs: Méditation,2
76716,"Le bourgeois gentilhomme: Chaconne des Scaramouches, Frivelins et Arlequins",2
76717,Euphoria,1
76718,Habanera,2
76719,"Il Trovatore / Act 3: Il Trovatore / Act 3: ""Di quella pira"" - Live At Central Park, New York / 2011",2
76720,El Abeto,2
76721,Der Favorit: Du sollst der Kaiser meiner Seele sein - Live,2
76722,Celtica,2
76723,La traviata*: Act I: Prelude,2
76724,"Tosca, SC 69 / Act 3: ""E lucevan le stelle"" - Live",2
76725,Walkürenritt (Ride of the Valkyries),2
76726,Plaude laetere: Symphonie,2
76727,"Les Boréades, RCT 31, Act IV, Scene 4: Entrée de Polymnie",2
76728,Turandot: Nessun dorma!,2
76729,Venid Adoremos (Adeste Fideles),2
76730,"Le roi de Lahore, Opera in five Acts: Entr'acte Act V & Adagio & Waltz, Ballet Act III",2
76731,Les Indes Galantes - Air pour les esclaves africains,2
76732,"Mattinata (from ""West Side Story"") - Live",2
76733,"La traviata / Act III: Parigi, o cara, noi lasceremo",2
76734,"The Impossible Dream - From ""The Man of La Mancha""",2
76735,"Carmen, Act III, No.20 Trio: Mêlons! Coupons! (Frasquita/Mercédès)",2
76736,"Carmen (1997 - Remaster), Act I: Quels regardes! Quelle effronterie!",2
76737,Turandot / Act 3: Nessun dorma!,2
76738,"Carmen, Act II, No.17 Duo (continued...): Non! je ne veux plus t'écouter! (Don José/Carmen)",2
76739,Con te partirò,2
76740,"Verdi: Il trovatore, Act 4: ""D'amor sull'ali rosee"" (Leonora)",2
76741,"Bizet: Carmen, Act 2: ""Les tringles des sistres tintaient"" (Carmen, Frasquita, Mercédès)",2
76742,Les Boréades / Act IV: Entrée de Polymnie - Live,2
76743,"Lakmé, Act 1: Dôme épais le jasmin ""Flower Duet""",2
76744,"Il Trovatore / Act 3: ""Di quella pira""",2
76745,"La Bohème / Act 1: ""O soave fanciulla""",2
76746,"La traviata / Act II: ""Alfredo?"" ""Per Parigi or or partiva""",2
76747,Requiem: XII. Hostias,2
76748,"Verdi: Aida, Act 2: ""Su! del Nilo al sacro lido"" (Chorus, Amneris, Aida)",2
76749,"Verdi: Aida, Act 2: ""Fu la sorte dell'armi a'tuoi funesta"" (Amneris, Aida)",2
76750,Любовь уставших лебедей,1
76751,"武俠帝女花 (亞洲電視劇 ""武俠帝女花"" 主題曲)",2
76752,To the Water,2
76753,A Place In My Heart,2
76754,Credi In Te,2
76755,Eversleeping,2
76756,O minorenne,1
76757,Forever Young,0
76758,The Barber of Seville: Overture,2
76759,Forever Begins Tonight,1
76760,'O Surdato 'nnamorato,0
76761,Musica,2
76762,Lullaby (with Ladysmith Black Mambazo),2
76763,Une histoire d'amour,2
76764,Trí Fhidilí,2
76765,Home,2
76766,Solitaire,2
76767,She Moved Through the Fair,2
76768,Qui saura (feat. Mike Brant),0
76769,Agnus Dei,2
76770,Canta Pe' Me,2
76771,"I Have Dreamed - From ""The King And I""",2
76772,"Vissi d'arte - From ""Tosca""",2
76773,I Want My Tears Back,1
76774,Rondine al nido - Live,2
76775,Estranged (A Timeless Spell),0
76776,"L'elisir d'amore / Act 2: ""Una furtiva lagrima""",2
76777,Ava Maria,2
76778,To Where You Are,2
76779,As If We Never Said Goodbye,2
76780,Amigos Para Siempre - Live,2
76781,"I'll Be There For You (From ""Friends"")",2
76782,"Roméo et Juliette, CG 9 / Act 1: Ah, je veux vivre",2
76783,"Cocchi: Adelaide, Act 1: ""Nobil onda"" (Adelaide)",2
76784,She's Always A Woman,2
76785,Heartbreaker,0
76786,Send in the Clowns,2
76787,Ireland's Call,2
76788,L'elisir d'amore: Una furtiva lagrima - Live,2
76789,Song From a Secret Garden - Live,2
76790,"Fago: Confitebor tibi Domine: I. ""Confitebor tibi Domine""",2
76791,"Op 34, N. 2: ""Auf Flügeln des Gesanges""",2
76792,Ciarán's Well,0
76793,"Fago: Confitebor tibi Domine: II. ""Memoriam fecit - Escam dedit""",2
76794,El día que me quieras,0
76795,Dios Nos Bendecira,2
76796,Passion And The Opera,0
76797,"Ernani / Part 4: ""Solingo, errante misero"" - Live In New York / 1981",2
76798,"12 Sonate a tre - Sonata I in C Major, Op. 3: I. Preludio, Largo",2
76799,"Verdi: Aida, Act 2: ""Salvator della patria"" (Il Re, Radamès, Ramfis, Sacerdoti)",2
76800,Thaïs: Méditation,2
76801,Perfect Day,2
76802,Espana Cani,2
76803,Sogno D'or,2
76804,La Pesca,2
76805,"Libiamo ne' lieti calici, Brindisi - La Traviata Atto I",2
76806,Tu ci sei,2
76807,'O sole mio,2
76808,"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",2
76809,Ya Vstretil Vas...,2
76810,County Down,2
76811,Maggie,2
76812,Manon Lescaut: Donna Non Vidi Mai...,2
76813,How's the Heart?,1
76814,Solo Con Amore,2
76815,Dunkelrote Rosen,2
76816,Steal Away,2
76817,Core ‘ngrato,2
76818,From The Ground Up,0
76819,Caruso (Live Performance),2
76820,La Gioconda / Act 3: Dance Of The Hours,2
76821,You Raise Me Up,2
76822,"You'll Never Walk Alone - From Broadway Musical ""Carousel"" / Live",2
76823,Mi Morena - Live at the Greek 2004,1
76824,Voices,2
76825,Love's Old Sweet Song,2
76826,"Pirouettes in A- Major, Opéras comiques ""La fille de Madama Angot"", Act 1, Allegro-valse",2
76827,The Dutchman,2
76828,Sancta Mater,2
76829,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries",2
76830,"Ciganské melodie, Op. 55, B. 104 - Arr. by Jiri Teml: IV. Kdyz mne stara matka",2
76831,Máscaras,1
76832,"Rigoletto / Act 3: ""La donna è mobile""",2
76833,L’arlésienne Suite No. 2 (Arr. E. Guiraud): I. Pastorale,2
76834,Petite messe solennelle: I. Kyrie. Kyrie eleison,2
76835,Seven Drunken Nights,0
76836,"Albinoni: Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",2
76837,"Upp gledjest alle, gledjest no",2
76838,"Lakmé, Act 1: Dôme épais le jasmin ""Flower Duet""",2
76839,"Carmen, Act III: Air: Je dis que rien ne m'épouvante (Micaëla)",2
76840,"Les Indes galantes, RCT 44: Ouverture",2
76841,Incentive,0
76842,"Verdi: Nabucco, Act 3: ""Va, pensiero"" (Chorus of The Hebrew Slaves)",2
76843,"Carmen, Act IV: No.25 Choeur : A la cuartos! (Marchands et Marchandes/Zuniga/Une marchande/Un bohémien)",2
76844,"Jeux d'enfants, Op. 22: V. The Ball",2
76845,"Tosca / Act I: ""Ed io venivo a lui tutta dogliosa""",2
76846,Nabucco / Act II: Che si vuol? / Il maledetto non ha fratelli,2
76847,Gianni Schicchi: O mio babbino caro,2
76848,"Verdi: Aida, Act 2: ""Pietà ti prenda del mio dolor"" (Amneris, Aida)",2
76849,"Verdi: Aida, Act 2: ""Ebben, qual nuovo fremito t'assal, gentil Aida?"" (Amneris, Aida)",2
76850,Time To Say Goodbye (Con Te Partiro),2
76851,Scarborough Fair,2
76852,All of the Stars,2
76853,Safe & Sound,2
76854,Il Mondo,2
76855,Un canto,2
76856,Lullaby,1
76857,S'il suffisait d'aimer,2
76858,Now or Never,2
76859,O Holy Night,2
76860,Se Que Volveras,2
76861,Nemo,0
76862,Solitude,0
76863,She Was Beautiful,2
76864,Hushabye Mountain,2
76865,Love of My Life,2
76866,"If I Ever Fall In Love Again - From ""The Crooked Mile""",2
76867,We Will Meet Once Again (with Andrea Bocelli),2
76868,Somewhere,2
76869,"Kama Sutra - Live At MGM Grand, Las Vegas/2004",2
76870,"Il trionfo dell'innocenza: ""Vanne pentita a piangere""",2
76871,Caruso,2
76872,The Wicked Rule The Night,1
76873,The Prayer,2
76874,"Schönberg, Claude-Michel: I Dreamed a Dream (from ""Les Misérables"")",2
76875,Granada,2
76876,Aži Dahāka,1
76877,"Bui Doi (From ""Miss Saigon"")",2
76878,"Concerto for 2 Oboes in C Major, Op. 7, No. 2: II. Adagio",2
76879,"Ailein Duinn (Theme From The Movie ""Rob Roy"")",2
76880,Elegie: O doux printemps d'autrefois,2
76881,"Lehár: Die lustige Witwe, Act 2: Vilja-Lied (Hanna)",2
76882,"Fago: Tam non splendet sol creatus: III. ""Dum infans iam dormit""",2
76883,Spectres - Live,0
76884,We’ve Got Tonight,2
76885,"As If We Never Said Goodbye - From ""Sunset Boulevard""",2
76886,You're The Voice,0
76887,"O di Betlemme, altera poverta ventu: I. Sinfonia",2
76888,"Bring Me Sunshine - From ""Morecambe & Wise""",1
76889,L’arlésienne Suite No. 2 (Arr. E. Guiraud): II. Intermezzo,2
76890,La maja dolorosa II,2
76891,"Carmen, Act III, No.20 Trio: En vain pour éviter (Carmen)",2
76892,"Carmen, Act III, No.19 bis Récit: Reposons nous une heure ici mes camarades (Le Dancaïro)",2
76893,Sylvia: Act I: Les chasseresses (Fanfare),2
76894,"Les fêtes d'Hébé, RCT 41, Act I Scene 5: Revenez, tendre amant, embellissez ces lieux",2
76895,"Turandot / Act 1: ""Signore, ascolta""",2
76896,"Jeux d'enfants, Op. 22: IV. Little Husband, Little Wife",2
76897,La traviata / Act III: Teneste la promessa...Addio del passato,2
76898,Verdi: Messa da Requiem: IV. Mors stupebit,2
76899,"Verdi: Aida, Act 4, Scene 2: ""O terra, addio, valle di pianti"" (Aida, Radamès, Amneris, Coro)",2
76900,Per Te,2
76901,Parla piu piano (Thème du Parrain),2
